River_ID,River_Name,Country,Continent,Population_2015,Population_2060,Waste_Generation_2015_tons,Waste_Generation_2060_tons,Plastic_Waste_2015_tons,Plastic_Waste_2060_tons,Mismanaged_Waste_2015_tons,Mismanaged_Waste_2060_tons,Plastic_to_River_2015_tons,Plastic_to_River_2060_tons,River_Length_km,Basin_Area_km2,Urbanization_2015_pct,Urbanization_2060_pct,GDP_per_capita_2015,GDP_per_capita_2060,Policy_Strength_2015,Policy_Strength_2060,Waste_Collection_Rate_2015,Waste_Collection_Rate_2060,Risk_Score_Change
160,River_159,India,Asia,19129857,27739365,24583.73550167777,33255.21013137458,3447.125135202682,8913.943740998771,1596.202128831275,3456.918454896132,173.17736782456697,354.35950634797257,738.5432993835192,356767.0439215441,20.68954839788692,31.8212073163239,23138.658325430453,31131.78755795582,0.516424388218611,0.9310333411749498,0.8597719152640817,1.0,181.1821385234056
164,River_163,India,Asia,6970679,10674969,7367.160369372422,10843.367741083252,1368.736375719928,2799.5515350841592,791.9124367263504,1346.187979584508,119.98120591926256,235.62084279984603,1059.2973328335495,435392.9561684227,57.88513527310258,70.87269626934231,3327.168733383476,6612.179763902152,0.1172039056802334,0.3520865359065342,0.2999893753700323,0.5230077871261245,115.63963688058348
168,River_167,India,Asia,7064705,11592945,7406.772102896437,7726.272680241405,1876.157667355289,2060.926971231117,1149.6793828905352,1031.9036551144077,391.92641625354577,185.2287870311402,393.7950695741117,335907.57921646466,57.22842710311824,73.36222491110455,4662.084648243015,6776.189730007845,0.8904095172193285,1.0,0.835759942090226,1.0,-206.6976292224056
169,River_168,India,Asia,14725666,20663263,18764.955691946005,30015.144953734125,3909.289776902351,9054.172280007731,1652.6984034373954,3313.7228061921483,518.6717985905516,485.6360124652856,1491.8370911395227,93501.01676217324,55.98627889822988,73.90898450663329,21781.671175673928,46648.66659040012,0.745753379076126,1.0,0.6092676631160774,0.6926803084687069,-33.03578612526604
183,River_182,India,Asia,5987774,8989183,5015.654711629165,14279.511793292651,526.8818336854888,2863.4591637509457,267.6715800938473,1170.5282770933982,74.05935203144695,278.490967497207,1577.520684772276,300540.44880349044,23.2108677747826,33.85882209162207,6185.365622678322,9556.273262479906,0.5543374743403449,0.7341396003121883,0.4057643707118282,0.5150355478411632,204.43161546576005
206,River_205,India,Asia,2212368,3895426,2800.479659874059,2358.3100802025333,280.8020068735131,532.0822833747965,100.34688513222537,110.32963287434949,24.004982545832323,31.528399873392125,843.3579585109569,330909.19853591954,59.13412118794645,67.90032274292396,16435.418596184674,24259.23938989715,0.122007413576889,0.5025607278007651,0.2794085719727417,0.5786358766200805,7.523417327559802
212,River_211,India,Asia,15012584,24963930,13900.71762712744,39809.58387207354,1647.2362563477764,12184.502319040565,938.0692454863284,6177.536976285461,180.35219751472204,1068.7980494410333,2001.4458733230856,117038.12447880664,33.561991807319124,46.82775610674311,13327.307698481469,20883.10767158244,0.2980756505248227,0.509213715807449,0.7400584433989412,0.9530336597895565,888.4458519263112
213,River_212,India,Asia,18534799,21756858,20121.14951745441,24897.34922328588,2952.741636725351,6910.379490515112,1854.4014743156324,1497.0064546473636,462.5600179464391,332.82585677570853,668.1642213207333,154577.6817412814,56.81827417936303,75.28730358101907,20343.148297421038,39833.29383791082,0.7302217177572492,0.9761507058403688,0.6486758696691304,0.8152212674510196,-129.73416117073054
214,River_213,India,Asia,10563128,16798566,13419.896613448853,15745.343560386276,3869.162464806074,4029.9072110801535,2294.240694334977,2295.608781482301,900.6133449885828,592.9582485172741,792.3928921059735,483307.2107594891,57.68717187461431,76.64680901989371,17064.57313245162,27293.260012607567,0.3700245241428159,0.6902132349839921,0.7530103890919173,0.8825060269270011,-307.65509647130864
218,River_217,India,Asia,7511979,12620553,9641.396382229335,11069.098950678192,2778.419370802821,1935.6441271824576,1806.1210904479576,1138.8867422333915,276.6003234066596,262.53220399625354,148.69952100609623,203305.98974443832,50.97699795186044,64.68667634050495,23430.46258208971,48593.04304526758,0.481277951219237,0.9051479657255928,0.8653729746680863,0.920889511838659,-14.06811941040604
243,River_242,India,Asia,6426981,7419946,9354.137872856822,6284.4061231768255,2543.662003723261,1154.83504527773,1631.9554261786434,237.0778477557283,413.7564105510887,57.4583400630061,2340.24901785732,454691.865967037,69.17749217285869,87.50036241777826,5380.882303008374,8444.96968547463,0.2889685249210585,0.539790097321738,0.475324469269632,0.6614633004333009,-356.29807048808254
244,River_243,India,Asia,15689702,23762916,18842.31799839363,18874.256148735843,3569.492611485763,5963.5902438987705,2005.6627010527825,2173.619074170197,599.7107176300095,172.9235761772868,1033.6691458839468,396771.1404435652,33.23052722819888,41.01994984156015,23795.05716795257,35046.952525591805,0.260918579650168,0.7487649552119032,0.714295999185518,0.9391951324414,-426.7871414527227
248,River_247,India,Asia,12948776,17351195,7918.017096582311,20308.00331519541,1712.7687723582878,5949.008925687934,678.4067691926584,2245.801648027288,125.3087692236806,157.74159089700902,2197.7038761889344,364706.0324396822,38.08778356752804,52.07837846060784,5430.962809294575,12802.449950931825,0.1149063433619103,0.2164412015650306,0.5514057384174276,0.7471876942806449,32.432821673328405
262,River_261,India,Asia,17274811,29033707,10946.97266127158,44578.193742429394,2739.859368938591,15079.326448977734,1563.492237295235,5207.819899180133,596.4009178552074,619.1665302629717,863.8226790512447,350703.40058286843,65.91897797152318,84.86003022926049,5517.659021877133,12345.19620226041,0.7385460533969634,0.8640638758984026,0.4710561988471448,0.5917475631121695,22.765612407764365
297,River_296,India,Asia,7893604,11877923,8664.275817878912,15903.712850995971,916.9747802648552,4107.096356917678,294.49834687855457,1973.2860199831075,34.37337458699896,548.439255289611,1770.1022888670166,254187.4927774934,46.490235396870496,53.45032485306943,7629.485044334246,17774.005697864595,0.904452811562494,1.0,0.6158954740342859,0.8457206262905643,514.065880702612
298,River_297,India,Asia,6797947,8392888,6552.787630344385,7098.8606691987225,1854.232027687556,1541.0303476819058,1262.5569821311094,636.787821147714,365.4639276600829,118.27385672221828,366.9825115684172,188534.78828496253,25.94876673665744,40.29307739940816,11448.417782410754,25316.807416768257,0.2204704809993698,0.3862969043711038,0.4844325616746374,0.7660789074792327,-247.19007093786465
302,River_301,India,Asia,12832717,21348295,17325.871296649162,18981.84363927588,5032.334241393449,3036.564046447449,1811.457659704956,1260.2726316317023,494.0528706349814,266.27987990134545,91.5743668228928,480223.020536443,22.67528556404864,29.82121485489968,843.3556793883961,1633.5090781321933,0.9322668839209722,1.0,0.7758602279362992,0.8291805288009442,-227.77299073363596
312,River_311,India,Asia,6784601,8900285,6513.092596079713,7826.372030714683,1132.4850312619444,1423.6796155687443,740.8986350399368,290.4365700963555,270.22259203886495,56.030941660925215,862.5617182336929,361805.50560470455,50.46512911175986,62.95175898337396,3198.4859315146778,5457.803105629278,0.2410643458567366,0.3473427080952485,0.4520697415474793,0.5245252739038805,-214.1916503779397
318,River_317,India,Asia,9379863,15206801,13736.17321713906,20040.595662207645,4100.592616375163,5805.111132926523,1712.0703597513427,2721.558100504996,531.8495716528851,388.9970515650559,93.39893399300308,351896.692602968,21.3020057165325,35.76982688743357,4508.6039741926,8725.431775959956,0.5039130253806,0.6093184823030731,0.4540060718965724,0.6542788637456481,-142.8525200878292
320,River_319,India,Asia,13461840,15162021,16385.501891111926,17255.815197392232,3305.6307623903103,3427.434672994102,1976.4376002325173,916.1348883997643,310.2620107119012,151.3253678406296,751.3856621742552,124484.02763534004,58.7142586731999,73.47883485147807,20700.668210098265,36081.702241568055,0.0730850910261502,0.2825516449947333,0.8860038242377719,1.0,-158.9366428712716
322,River_321,India,Asia,10538344,13013629,11659.477497591652,16624.43415317459,2391.989231651016,4881.272134562214,1273.9294023538005,2826.7829272161234,147.91482640982807,216.42253505873995,475.49551053813263,345395.3642315617,58.73575236498852,77.11663526813393,18455.49759565551,34343.13663681921,0.9918317924636304,1.0,0.7832341618498178,0.9399317548982976,68.50770864891189
333,River_332,India,Asia,15399289,19632881,13185.639583223152,15258.970723109554,3151.683830365775,4169.4852137716,1554.2573363111856,1484.8800688282915,579.3008715700026,85.05533540620533,1934.313971592883,451052.8763026955,46.78127476579556,60.04163213785526,23639.36035310993,34890.76850603811,0.5201348477846849,0.8100232986359701,0.3808748535092591,0.635523161102536,-494.2455361637973
345,River_344,India,Asia,8580287,10720864,10091.215771832874,10774.480097807698,2889.204699814492,1807.978738100792,1457.9223241453103,1025.862706631743,541.2304791678723,91.43750596698968,948.2623652363184,309941.5786233014,29.563693086284133,49.08402566697021,22911.35855382768,32466.202300822995,0.1211554612609854,0.2553188543842916,0.8366105648256417,0.9350165172745069,-449.7929732008826
371,River_370,India,Asia,5551731,7646921,6628.00812736816,8329.964993445205,1342.272677745074,1695.6048823759968,646.9490023130871,658.4271122688456,201.84340256255177,187.75707520061283,856.8371298321355,22058.03382206792,49.777707530038384,62.94462751227592,4626.793502731924,10126.218712466713,0.9849291084414916,1.0,0.3379742271765565,0.6068150371517467,-14.086327361938942
392,River_391,India,Asia,18235509,32330968,20107.747996833168,37486.95751027483,2069.2245455394022,6229.955234577518,1098.486442381531,3579.085328852452,395.46325302198414,1058.1377183728832,1343.1933920251213,394177.5382804457,70.42401988936044,85.14449474932337,8799.372653255426,15935.417185118376,0.8579170722435677,1.0,0.846620191886654,0.9540717772423204,662.674465350899
406,River_405,India,Asia,11779241,17355945,6511.053380451372,18344.172547197264,1877.993436164569,6009.034903917857,640.2186902360398,2990.4002717413173,218.78696499720172,352.4098415497172,1205.440998315676,355782.9827903778,46.34248932926887,53.034443112267525,17794.119894702177,42441.29446318156,0.6524847284061576,1.0,0.4508537749604799,0.5466533362421386,133.6228765525154
415,River_414,India,Asia,1518351,2402109,2245.1159030535805,3186.6484583548186,641.5326056248516,990.6045434706652,234.31713470475708,296.86586365323325,47.46320394819716,27.330988714431257,1475.0457650488663,487749.8115433407,65.68753000616951,77.03833124218144,610.3597840170722,981.006142865324,0.5267592876922153,0.7564596372330035,0.2777244461167016,0.4384156853321753,-20.132215233765905
429,River_428,India,Asia,4731004,8076930,3725.90238672193,7536.479443721684,690.4437659716439,1340.4332438172726,213.28428089311248,734.0864506444273,56.78451151706249,148.4181385445813,2321.1217633035985,332894.9688786942,61.451210260388805,78.25573998693994,3350.5370215063926,5589.4020423224165,0.9682079277033664,1.0,0.8188527074171292,0.9818748350018724,91.6336270275188
432,River_431,India,Asia,14677200,20390096,13291.95691465718,26090.18478469333,1507.5570921376934,7011.506434692792,917.8199253606492,3725.1089194251663,138.73684931560013,1022.0013729483246,1657.5579250262335,441045.5456095207,49.116843026611896,62.24734320306992,23016.43778720244,54546.25096899526,0.448160873369002,0.6579259260232747,0.4752193041949848,0.6221603863274223,883.2645236327245
436,River_435,India,Asia,11883445,20513422,12389.0601815173,32379.295919779663,3245.9778182145456,8455.560811705082,2203.422039789293,3398.7120428757075,806.7432163762059,474.2433473796028,977.6738393400304,209647.21080249464,52.79753875659477,66.09989280957713,12661.773581088562,20230.997853339824,0.927206464790831,1.0,0.4854174513341164,0.6982116915200209,-332.4998689966031
439,River_438,India,Asia,1478656,2069546,1712.703266065788,1787.6864071809343,175.40477012869303,453.6924155320215,95.1226726323219,265.47729921368096,26.33387873191743,44.54526959251076,1454.8339834493745,464022.41430115147,69.70268873609876,79.54736973655588,6312.731909599863,9730.594552431668,0.504421039715213,0.902040820206644,0.5522534450280734,0.6192025439851016,18.21139086059333
445,River_444,India,Asia,11055983,13733182,9971.965145363149,19854.67753961556,1687.7871124322726,5577.660172511893,985.2047439030036,2423.342422593501,204.1074189190396,470.766581898119,888.5507023348782,42852.99553745403,79.56823869116087,86.47597549564854,2272.535403983405,5322.482385159812,0.3018346608928951,0.6619534505222981,0.4303040107635629,0.5781675784621807,266.6591629790794
450,River_449,India,Asia,8857529,12397762,6162.251585665361,7783.932114223941,1608.3660028648935,1197.982290135256,1016.9309688329666,308.6500562877707,399.04729506409376,62.02893203335601,1850.708280493244,56131.330356064376,71.72624440708881,89.3141295501619,16498.321922772084,30570.6864400814,0.7214891731316725,0.8238604592664238,0.6147085287789216,0.8765600625112306,-337.01836303073776
466,River_465,India,Asia,6316618,8728479,8782.010157709292,8588.377260647576,2172.34759607085,2105.7708528109474,758.2215689641173,1202.7608882787208,179.11390634400473,280.99111567578177,949.5758453566658,10421.558409541096,26.031821521510157,38.47511371385902,17404.12674959588,28458.46096627414,0.6954884591776503,1.0,0.6927551351294816,0.8658855986346088,101.87720933177704
492,River_491,India,Asia,18728824,31507067,21713.8039030854,29905.259893272974,5082.41820724118,8328.175709624189,3417.4571897817577,4468.620711598788,1005.5323623509112,604.9474725701838,1959.9622997101103,288028.9382383377,79.1161992860541,87.82879121460115,2451.56810280673,3164.6296210414957,0.6400303883516804,1.0,0.2013523400040536,0.432795101743498,-400.5848897807274
500,River_499,India,Asia,1606610,2229776,2297.35937404552,2103.8641425602204,672.4298652678007,698.5972492892258,371.32145827251577,301.74420816413067,78.35877317723372,16.470586075962622,362.6768062824955,377361.4303514248,48.29240759528992,55.53997960810944,6967.040926230839,16945.15312589056,0.3671328353102651,0.8302056133979265,0.4132450826055037,0.5990501061972939,-61.88818710127109
518,River_517,India,Asia,1913318,2793704,2321.729809950944,4263.773881655888,273.2386175624896,1453.4091142726509,182.6679908119886,322.07504822260773,38.01254056196117,81.57705157176878,1548.362536424533,389767.87774750346,63.14200032739325,75.5935520243007,1509.8421258166386,2958.609118507737,0.0485666530592959,0.3900573400733483,0.7602876037455748,0.9565355409210544,43.56451100980761
550,River_549,India,Asia,12357042,21860615,16068.611212382017,27718.670913005364,3336.46834429598,8549.375755859337,1661.237250484513,2735.7110142785614,246.04962109150296,579.687307707221,2327.09307531496,77655.65819867123,30.801082703048408,42.30517320419143,20269.03402403238,32067.62956098669,0.2539129246700281,0.6018994412551617,0.5749303473120323,0.6399854384233413,333.63768661571794
561,River_560,India,Asia,16435839,29008093,10105.230977898322,45152.66224391032,1754.8144379755788,12608.90366739691,550.8363094517678,7004.923206834212,161.10816246030754,1477.258565452921,2260.3315919448355,254665.24027876425,44.63099842175304,62.62292970613778,18689.302540849258,45483.56434738154,0.9401218933105326,1.0,0.5128904030989925,0.626886641546687,1316.1504029926134
569,River_568,India,Asia,1830934,2070690,1363.336654461076,2827.627321349912,155.18406759913762,507.4824201480112,89.64839673964126,282.6881676283856,26.00875713876874,29.844171053234184,180.86371996139408,307948.16469260555,22.84391467586984,37.0347454549962,6026.708631946829,14319.778408677214,0.4750926684873618,0.6646680418112402,0.7972017215910141,0.9107105712028912,3.8354139144654447
572,River_571,India,Asia,9465337,12483448,6419.704845752471,18215.625108874203,1160.0698964788278,4184.28834440674,426.85313584606746,1478.0005663165527,154.30102881812562,208.076138253198,2381.4287281244806,473208.14070498536,28.69391955844076,36.35358836128044,21635.514723131284,37009.47770504378,0.0043739822830093,0.2139227101651577,0.6183402952368919,0.868156786726884,53.77510943507235
583,River_582,India,Asia,14049551,21423395,14960.141473322154,31298.09079582402,3954.4040142631466,5460.194319136725,2528.584579245769,1996.3969132679413,445.3066255638597,533.9206667735169,1108.460759102667,404373.98039823154,35.80421671735067,40.86315653868394,12638.750226122138,16813.28814304837,0.7543759555249097,0.9648060099526738,0.5105519526224351,0.5823103438953237,88.61404120965722
589,River_588,India,Asia,362328,628219,194.5314715844608,515.0143834680077,31.49734348811637,140.79299151920253,16.178316802522104,40.45092368315152,2.4149748855083675,4.417220990599544,1281.1975854190562,136317.71506989052,76.85615009646332,88.81412841789603,1940.502405343608,4168.289065473287,0.3288452882089896,0.6902408610322887,0.3957160593662624,0.5884019947995924,2.0022461050911766
590,River_589,India,Asia,10007731,12837807,8355.023789077984,13662.84690021178,2384.81594409154,4512.529159525192,801.1820453920726,1140.640706195098,199.21612140049848,87.43560596645143,896.6731397043088,75044.30373052135,58.16242130791315,77.40485278400058,24919.977372212343,42060.2735368852,0.5990126371146123,1.0,0.2822234509574688,0.50461455372046,-111.78051543404705
599,River_598,India,Asia,8709707,14614244,12513.880125578136,20505.598926837018,2319.257421783699,5679.699171475274,1490.1686540370051,2250.5460103838263,245.8867586631789,208.01990306749013,50.38647421623899,359400.75949566084,26.66583253075943,35.323419026198536,7797.970122308438,15038.337175206996,0.3979572772957692,0.767826874105034,0.2389470615300919,0.3199318600962018,-37.866855595688776
600,River_599,India,Asia,4512176,5723977,4334.068370897609,6185.448224944797,919.4394398591048,1939.6039533514604,530.2889205786586,902.3526752351938,136.82708217488744,66.76411680682672,1034.9207555446103,478701.1087939855,79.73288451729515,95.69035670880892,6074.116595328803,8093.504277331963,0.4147643590461992,0.8573931199899335,0.7053049679265002,0.9762780273117764,-70.06296536806072
606,River_605,India,Asia,9612840,11063202,12849.586283253522,8568.95756746765,1466.946551441195,1971.2357245926185,778.6095420998888,1068.3442850277588,305.4273122172045,170.799542780514,198.094961313912,374808.6739339095,53.910395373436245,65.6287655461032,8077.087530408647,14967.796986393265,0.3386796044570309,0.741484351555975,0.5807255875448487,0.8499375310833768,-134.62776943669047
608,River_607,India,Asia,8389069,12222133,10996.56393854136,12675.306258846866,1372.1085052571952,3332.190580480956,934.2968833289112,1723.4005063167208,255.63315178867649,364.8463259493747,2329.876966237153,214743.05442304528,39.88364833655824,59.54227181156497,21654.356771003168,35079.119469293255,0.4637805973609228,0.7298118489640424,0.3043669750700037,0.5938218060233185,109.21317416069826
612,River_611,India,Asia,16206720,19121258,13737.978565899037,26059.511209569817,3044.2568304195365,4443.587381410478,1951.0477940422315,1957.609315834824,757.5073254479595,425.8707943770652,479.1784160752435,237417.8977916033,58.90985585283225,64.33382636858192,865.3014717927934,1183.9261550854,0.2516644350454707,0.523484084453741,0.5412083316318519,0.6257152338663261,-331.6365310708943
613,River_612,India,Asia,6613638,10993727,4730.290375898294,10158.511084606636,964.4397271677328,3113.8985837372024,612.8184691735956,1349.8529275695778,135.37812432283522,386.9024124991832,653.9771748064524,401744.193364437,56.72297728688919,67.37640254016739,533.5156169066516,949.9667525878018,0.2767199975422992,0.4184586428725235,0.2526109957366594,0.3895005775645599,251.524288176348
628,River_627,India,Asia,8731331,14382297,4500.260417434236,20377.708238703704,720.5157757394778,3666.6566742776704,281.38470894861365,1420.5798417130654,64.00387229475129,173.62586059014177,471.9348894072301,381353.1640314425,79.40658702409502,96.07346073039037,7750.455707952759,11767.142165578363,0.2176658760659382,0.3723439058615527,0.5859313847846108,0.7872814777729469,109.62198829539048
629,River_628,India,Asia,10311992,12874654,7238.380710439225,18786.33928157579,1705.0157687824249,4869.592251731926,784.947477510522,1813.0804615817265,92.01983099214664,296.85119693788585,1998.8645310241004,194605.25356756584,43.01487515259548,48.25062389788479,11716.96393267268,14446.301194656093,0.5703494280087611,0.8730627806416867,0.7880059492467992,0.9834511019782296,204.8313659457392
634,River_633,India,Asia,9459728,14256338,5961.419831936608,22344.23187319952,1563.5701388700304,3841.9735923948297,545.2181568088828,1681.975859256341,110.93376763470052,98.77649603971048,1377.02169419098,194534.7047432376,26.06458954230456,43.0933954261443,22919.380749330747,50046.12067939192,0.8224223100162773,1.0,0.3845010656430206,0.4866329507178176,-12.157271594990036
645,River_644,India,Asia,16635056,18720733,24686.725033532868,19748.62485249839,4242.320581755458,4118.474749485986,1568.5669943004025,2127.7258124092923,606.4460368423845,326.4169461335315,2383.430702145968,412075.0101020821,48.8630676485791,63.97346033547109,11157.112389676342,21492.39668583321,0.0580463370185038,0.436551727138717,0.2369772511388957,0.491248487868808,-280.029090708853
687,River_686,India,Asia,6011319,6815857,8249.183958962712,6937.465940994111,1748.475348254567,1071.080225460593,1179.2231813409337,600.9790277316469,310.1161321718924,116.7869973865045,1777.2921703885472,133082.75332163888,33.314937362798155,48.42528156182264,3058.34993089325,5475.304568069003,0.49276042399909,0.7452952147651573,0.3296877229884143,0.4685167890697529,-193.3291347853879
688,River_687,India,Asia,7056779,10937742,7196.097363698293,14019.962818251308,1366.5129333099865,2780.6387432131114,410.7290864551064,1178.95094958823,113.85269313598094,345.44705999655764,935.6219185309752,197672.4881713276,32.107974880531415,38.165989309091245,19433.710075112645,29628.35033043596,0.6089048610300379,0.9840140752482306,0.5298656811041533,0.7989537093609512,231.5943668605767
694,River_693,India,Asia,6521534,7568965,7124.420085259673,10284.435272331237,984.191974108479,2711.405671255221,615.7935248005729,1375.493686746821,209.9225380007989,371.1506392165641,2347.321150290702,203355.05644656444,54.12614615137264,70.9860390420568,17579.925441671687,43847.43333513891,0.0136776511046441,0.2557309372309604,0.3967195483891417,0.5122985109305254,161.2281012157652
707,River_706,India,Asia,10773220,13183535,11765.049041591425,15030.768541969564,2338.670552215048,3798.0435372572792,855.0067020395851,1463.7321481567774,240.85195215985888,252.29223915923836,1247.281178059061,39681.3371866999,31.44644912100318,41.26103951263569,10774.001351184712,21247.609290868982,0.8633451045230607,1.0,0.2105616211474864,0.3728709038414654,11.440286999379452
708,River_707,India,Asia,10474057,12641810,11802.72905966592,8515.754074839111,1628.0598655525118,1852.7792319878688,539.1288102358288,512.6264177557687,201.30042016514344,28.10463214261696,1650.9082142271873,192820.05652667728,60.358924365942265,74.18930017139333,5975.719481688785,13752.355489979574,0.4919403826093567,0.9209547901747454,0.4842087753317534,0.7803801638105632,-173.19578802252647
709,River_708,India,Asia,3186395,4652227,3102.5645554754265,6305.878808995816,856.4885497715755,2161.839129935578,368.1365614608232,1123.0361463837305,60.0775599462043,209.326735302893,490.62796360253793,174351.2835134191,75.88150203238756,83.07286252898385,15993.821930812312,31521.2728875845,0.1207383527089864,0.3511299702165114,0.594087053160686,0.6908817054078086,149.2491753566887
719,River_718,India,Asia,13970401,23502490,8319.871272561535,16716.410352278308,2331.766016853169,4315.549560347475,1369.9724768586934,1252.008063360924,205.33464017303487,323.94277038125546,928.6273472069596,228061.27694187523,21.67831383652154,32.46652484941603,19375.72629906197,43937.51552557791,0.6987547888825418,1.0,0.5543674866180105,0.7389498189329662,118.6081302082206
738,River_737,India,Asia,11938036,18167817,8172.004078955884,15864.201501679016,1485.6482832457484,4598.215755355731,825.2618192848673,1898.5754159256865,272.76814675887505,454.679260600922,1563.754927452527,393708.0516090278,40.05580248675256,58.27454541159164,15565.297102147548,35318.78866657051,0.546279104790284,0.7336544027857561,0.579687090074816,0.722465006018963,181.91111384204697
